City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Samarai,PG,-10.6167,150.6667,85.32,75,49,15.05,scattered clouds
347,Samana,DO,19.2056,-69.3369,76.62,82,18,7.05,few clouds
348,Khvalynsk,RU,52.4906,48.1058,29.97,96,100,11.45,light snow
349,Amapa,BR,1.0,-52.0,67.48,96,100,1.07,overcast clouds
350,Touros,BR,-5.1989,-35.4608,76.5,76,10,9.89,clear sky
351,Coari,BR,-4.085,-63.1414,73.0,99,100,1.99,overcast clouds
352,Yining,CN,29.0361,114.5636,63.66,70,95,0.58,overcast clouds
353,Bachaquero,VE,9.9694,-71.1494,78.62,85,100,5.82,overcast clouds
354,Korla,CN,41.7597,86.1469,45.14,40,100,7.92,overcast clouds
355,Ramhormoz,IR,31.28,49.6035,73.63,53,100,11.86,overcast clouds
356,Ca Mau,VN,9.1769,105.15,85.89,71,100,10.49,overcast clouds
357,Santa Cruz,BO,-17.8,-63.1667,71.06,83,20,4.61,few clouds
358,Tautira,PF,-17.7333,-149.15,77.76,79,99,4.41,overcast clouds
359,Ravar,IR,31.2656,56.8055,72.37,21,10,3.2,clear sky
360,Cascais,PT,38.6979,-9.4215,65.93,99,94,18.01,overcast clouds
361,Moron,AR,-34.6534,-58.6198,78.49,47,100,3.47,overcast clouds
362,Victor Harbor,AU,-35.5667,138.6167,63.0,69,0,10.29,clear sky
363,Qinhuangdao,CN,39.9317,119.5883,58.12,46,0,9.1,clear sky
364,Piacabucu,BR,-10.4056,-36.4344,75.18,87,50,8.28,scattered clouds
365,Vanderhoof,CA,54.0166,-124.0198,9.37,97,35,1.43,scattered clouds
366,Gat,IL,31.61,34.7642,67.41,100,68,7.94,broken clouds
367,Morondava,MG,-20.2833,44.2833,82.13,66,3,7.47,clear sky
368,Prince Rupert,CA,54.3161,-130.3201,46.09,80,0,8.05,clear sky
369,Nelson Bay,AU,-32.7167,152.15,66.09,54,4,14.0,clear sky
370,Halifax,CA,44.6453,-63.5724,53.49,92,100,13.8,overcast clouds
371,Hobyo,SO,5.3505,48.5268,83.75,65,16,15.12,few clouds
372,Marmaris,TR,36.855,28.2742,64.11,70,100,5.88,overcast clouds
373,Clyde River,CA,70.4692,-68.5914,-1.97,84,100,14.97,light snow
374,Sobolevo,RU,54.4299,31.8996,25.48,80,77,5.55,broken clouds
375,Nouakchott,MR,18.0858,-15.9785,71.53,37,68,11.95,broken clouds
376,Mporokoso,ZM,-9.3727,30.125,68.99,73,100,3.36,overcast clouds
377,Srostki,RU,52.4189,85.7022,29.62,61,100,16.69,overcast clouds
378,Copala,MX,16.65,-98.9833,75.94,83,100,4.76,overcast clouds
379,Severo-Kurilsk,RU,50.6789,156.125,33.85,67,100,6.15,overcast clouds
380,Krasnoselkup,RU,65.7,82.4667,-13.76,99,74,7.72,broken clouds
381,Rio Gallegos,AR,-51.6226,-69.2181,53.65,37,0,14.97,clear sky
382,Olafsvik,IS,64.8945,-23.7142,44.56,78,98,23.2,overcast clouds
383,Tecoanapa,MX,16.5167,-98.75,76.08,83,97,4.92,overcast clouds
384,Doha,QA,25.2867,51.5333,87.78,53,0,8.05,clear sky
385,Maceio,BR,-9.6658,-35.7353,74.64,94,40,5.75,scattered clouds
386,Dingle,PH,10.9995,122.6711,82.6,81,100,11.86,overcast clouds
387,Mstera,RU,56.3789,41.92,24.17,71,100,7.92,overcast clouds
388,Cozumel,MX,20.5083,-86.9458,73.94,91,29,10.07,scattered clouds
389,Ternate,ID,0.8,127.4,83.12,72,99,3.62,overcast clouds
390,Cap Malheureux,MU,-19.9842,57.6142,79.47,53,2,8.01,clear sky
391,Erenhot,CN,43.6475,111.9767,43.52,20,100,8.84,overcast clouds
392,Rocha,UY,-34.4833,-54.3333,58.84,68,59,6.06,broken clouds
393,Inta,RU,66.0317,60.1659,-2.58,87,69,18.7,broken clouds
394,Blue Springs,US,39.0169,-94.2816,24.89,79,0,5.75,clear sky
395,Nebolchi,RU,59.1239,33.3454,30.33,88,98,8.43,overcast clouds
396,Hami,CN,42.8,93.45,45.84,31,100,9.48,overcast clouds
397,Saint-Pierre,RE,-21.3393,55.4781,80.28,47,0,11.5,clear sky
398,Cabra,ES,37.4725,-4.4421,58.15,91,100,6.67,overcast clouds
399,Adeje,ES,28.1227,-16.726,74.28,53,0,5.75,clear sky
400,Kemijarvi,FI,66.7131,27.4306,15.55,96,16,2.46,few clouds
401,Rio Grande,BR,-32.035,-52.0986,64.96,68,6,3.83,clear sky
402,Emilio Carranza,MX,19.9711,-96.6114,67.19,85,99,15.95,overcast clouds
403,Vzmorye,RU,54.6961,20.2361,30.99,82,6,10.63,clear sky
404,Kemin,KG,42.7846,75.6892,38.77,74,24,3.18,few clouds
405,Malanje,AO,-9.5402,16.341,71.51,65,92,2.48,overcast clouds
406,Omegna,IT,45.8798,8.408,46.8,88,3,3.47,clear sky
407,Porosozero,RU,62.7191,32.727,30.63,92,96,6.33,overcast clouds
408,Broken Hill,AU,-31.95,141.4333,68.5,27,0,7.36,clear sky
409,Mayahi,NE,13.9553,7.6712,69.89,25,1,10.51,clear sky
410,Maine-Soroa,NE,13.2114,12.0241,73.27,21,0,11.95,clear sky
411,Beaufort,MY,5.3473,115.7455,84.47,79,100,3.69,overcast clouds
412,Vung Tau,VN,10.346,107.0843,83.95,74,21,16.24,few clouds
413,Kieta,PG,-6.2167,155.6333,82.38,70,96,3.85,overcast clouds
414,Canutama,BR,-6.5339,-64.3831,72.48,97,100,1.03,overcast clouds
415,Matara,LK,5.9485,80.5353,85.64,60,12,6.11,few clouds
416,Leshukonskoye,RU,64.8989,45.7622,5.74,97,94,5.1,overcast clouds
417,Puerto El Triunfo,SV,13.2833,-88.55,75.85,87,6,4.54,clear sky
418,Haines Junction,CA,60.7522,-137.5108,13.95,85,97,1.14,overcast clouds
419,Sampit,ID,-2.5333,112.95,87.96,61,97,3.6,overcast clouds
420,Loandjili,CG,-4.7561,11.8578,77.11,88,100,5.75,light intensity drizzle rain
421,Masuguru,TZ,-11.3667,38.4167,87.51,45,72,3.31,light rain
422,Gravelbourg,CA,49.8834,-106.5512,14.27,89,100,19.39,overcast clouds
423,Tagcatong,PH,9.0022,125.2569,78.3,77,100,6.38,overcast clouds
424,Jalu,LY,29.0331,21.5482,65.68,34,0,12.3,clear sky
425,Jacobina,BR,-11.1806,-40.5183,67.87,97,52,2.68,broken clouds
426,Chivay,PE,-15.6383,-71.6011,46.13,64,100,3.36,overcast clouds
427,Shizunai,JP,42.3339,142.3669,41.79,63,62,13.71,broken clouds
428,Nyurba,RU,63.2842,118.3319,2.75,97,99,2.44,overcast clouds
429,Homer,US,59.6425,-151.5483,39.02,94,91,2.8,overcast clouds
430,The Pas,CA,53.8251,-101.2541,17.62,86,100,17.27,light snow
431,Iranshahr,IR,27.2025,60.6848,82.74,24,0,0.0,clear sky
432,Roald,NO,62.5833,6.1333,50.14,34,0,14.97,clear sky
433,Muswellbrook,AU,-32.2667,150.9,65.25,41,9,0.43,clear sky
434,Stornoway,GB,58.2093,-6.3865,42.76,93,40,1.14,scattered clouds
435,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.9,84,93,7.54,overcast clouds
436,Nishihara,JP,26.1842,127.7558,78.46,78,75,13.8,light rain
437,Biak,ID,-0.9131,122.8766,78.31,87,100,2.66,overcast clouds
438,Ayan,RU,56.45,138.1667,14.76,53,2,2.42,clear sky
439,Payakumbuh,ID,-0.2202,100.6308,78.49,71,100,4.18,overcast clouds
440,Balabac,PH,7.9868,117.0645,82.62,82,100,15.32,light rain
441,Bardiyah,LY,31.7561,25.0865,65.21,50,0,14.61,clear sky
442,Fairbanks,US,64.8378,-147.7164,12.6,86,0,0.0,clear sky
443,Tabuk,PH,17.4189,121.4443,84.63,66,18,2.73,few clouds
444,Rabo De Peixe,PT,37.8,-25.5833,58.51,97,75,6.91,broken clouds
445,Harper,LR,4.375,-7.7169,77.18,84,14,4.16,few clouds
446,Tianpeng,CN,30.9866,103.9393,61.27,62,100,3.36,overcast clouds
447,Omsukchan,RU,62.5333,155.8,-26.5,95,72,3.27,broken clouds
448,Teya,RU,60.3778,92.6267,4.51,87,75,2.77,broken clouds
449,Gigmoto,PH,13.7796,124.39,80.92,84,100,7.31,heavy intensity rain
450,Biaora,IN,23.8667,76.9167,80.35,22,0,7.49,clear sky
451,Shirvan,AZ,39.9509,48.8994,55.45,62,15,15.14,few clouds
452,Tymovskoye,RU,50.8456,142.655,16.18,92,18,1.07,few clouds
453,Murray Bridge,AU,-35.1167,139.2667,72.12,35,0,6.02,clear sky
454,Seymchan,RU,62.8833,152.4333,-29.2,100,98,1.59,overcast clouds
455,Kamaishi,JP,39.2667,141.8833,47.37,51,24,3.18,few clouds
456,Volga,RU,57.9516,38.3879,26.74,88,89,4.99,overcast clouds
457,Quesnel,CA,52.9999,-122.5029,23.5,86,0,6.91,clear sky
458,Conde,BR,-7.2597,-34.9075,74.66,94,75,4.61,broken clouds
459,Yamada,JP,39.4667,141.95,46.58,53,61,3.65,broken clouds
460,Muros,ES,42.7762,-9.0603,59.09,84,100,17.94,overcast clouds
461,Boa Vista,BR,2.8197,-60.6733,76.98,83,0,3.44,clear sky
462,Trinidad,BO,-14.8333,-64.9,75.22,60,30,2.01,scattered clouds
463,Ribeira Grande,PT,38.5167,-28.7,61.77,63,100,5.99,overcast clouds
464,Pacifica,US,37.6138,-122.4869,57.07,77,40,8.05,scattered clouds
465,Ailigandi,PA,9.2333,-78.0167,78.03,89,94,4.47,light rain
466,Udachnyy,RU,66.4167,112.4,-24.56,74,98,4.52,overcast clouds
467,Fort Nelson,CA,58.8053,-122.7002,9.99,87,0,8.05,clear sky
468,Safranbolu,TR,41.2508,32.6942,50.68,50,62,2.66,broken clouds
469,Bauru,BR,-22.3147,-49.0606,64.83,51,0,10.0,clear sky
470,Aklavik,CA,68.2191,-135.0107,8.6,85,0,4.61,clear sky
471,Zyryanka,RU,65.75,150.85,-9.38,99,100,7.72,light snow
472,Stroby Egede,DK,55.4138,12.245,43.18,65,75,30.62,broken clouds
473,Hualmay,PE,-11.0964,-77.6139,63.43,89,100,7.7,overcast clouds
474,Kisangani,CD,0.5167,25.2,72.27,95,100,0.94,light rain
475,Pyaozerskiy,RU,65.8333,31.1667,25.16,94,20,4.0,few clouds
476,Poronaysk,RU,49.2167,143.1167,25.39,76,17,3.53,few clouds
477,Semey,KZ,50.4111,80.2275,26.82,63,75,17.9,broken clouds
478,Banda Aceh,ID,5.5577,95.3222,85.57,65,72,16.53,broken clouds
479,Gravdal,NO,68.1214,13.5031,33.69,69,0,3.44,clear sky
480,Ballina,AU,-28.8667,153.5667,68.77,59,0,10.11,clear sky
481,Hamilton,US,39.1834,-84.5333,30.76,80,100,9.22,overcast clouds
482,Gazojak,TM,41.1875,61.4036,48.49,44,100,18.9,overcast clouds
483,Soure,BR,-0.7167,-48.5233,79.32,79,90,7.7,overcast clouds
484,Phan Thiet,VN,10.9333,108.1,88.14,61,61,18.77,broken clouds
485,Mandalgovi,MN,45.7625,106.2708,36.48,30,100,1.03,overcast clouds
486,Senno,RU,59.5336,33.9167,23.27,87,64,8.61,broken clouds
487,Shingu,JP,33.7333,135.9833,60.73,62,100,2.64,overcast clouds
488,Katsuura,JP,35.1333,140.3,59.47,66,100,13.42,overcast clouds
489,Sao Domingos Do Maranhao,BR,-5.5758,-44.3853,72.64,84,56,3.09,broken clouds
490,Pinega,RU,64.7001,43.3936,14.86,98,100,3.69,overcast clouds
491,Khash,IR,28.2211,61.2158,67.08,29,0,4.59,clear sky
492,Sexsmith,CA,55.35,-118.786,2.55,85,40,2.3,scattered clouds
493,Spremberg,DE,51.5697,14.3736,40.21,90,100,13.82,overcast clouds
494,Bonthe,SL,7.5264,-12.505,73.47,85,55,4.65,broken clouds
495,Capaci,IT,38.1711,13.2393,67.64,60,40,8.05,scattered clouds
496,La Ronge,CA,55.1001,-105.2842,8.85,78,100,14.97,light snow
497,Namibe,AO,-15.1961,12.1522,71.1,72,74,0.45,broken clouds
498,Margate,GB,51.3813,1.3862,48.9,95,100,8.99,light rain
499,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,64.02,65,0,6.29,clear sky
500,Chiclana,AR,-35.7346,-61.7503,70.03,49,100,12.01,overcast clouds
501,Poopo,BO,-18.3667,-66.9667,41.92,54,2,3.8,clear sky
502,Owo,NG,7.1962,5.5868,73.72,79,70,2.13,broken clouds
503,Mount Pleasant,US,32.7941,-79.8626,48.34,86,0,11.5,clear sky
504,Villanueva De La Serena,ES,38.9766,-5.7974,60.13,84,100,15.66,overcast clouds
505,Betare Oya,CM,5.6,14.0833,75.09,48,9,1.43,clear sky
506,Eureka,US,40.8021,-124.1637,42.19,63,100,3.38,overcast clouds
507,Peachland,CA,49.7665,-119.7357,35.58,84,100,2.8,overcast clouds
508,Neuquen,AR,-38.9516,-68.0591,66.09,52,0,8.05,clear sky
509,Barra Da Estiva,BR,-13.6261,-41.3269,63.12,94,96,0.4,overcast clouds
510,Hervey Bay,AU,-25.2986,152.8535,75.02,51,94,11.01,overcast clouds
511,Hurricane,US,37.1753,-113.2899,37.33,43,0,5.97,clear sky
512,Birin,NP,26.8865,88.0718,59.85,64,43,4.18,scattered clouds
513,Ulaangom,MN,49.9811,92.0667,25.38,69,100,4.18,overcast clouds
514,Saint-Joseph,RE,-21.3667,55.6167,79.18,62,11,5.32,few clouds
515,Alta Floresta,BR,-9.8756,-56.0861,70.14,94,99,1.66,overcast clouds
516,Calimete,CU,22.5333,-80.9061,71.67,92,13,6.29,moderate rain
517,San Quintin,MX,30.4833,-115.95,59.13,31,0,5.19,clear sky
518,Altamont,US,42.2068,-121.7372,31.77,86,0,1.97,clear sky
519,Vao,NC,-22.6667,167.4833,76.35,83,100,9.17,overcast clouds
520,Ossora,RU,59.2353,163.0719,16.59,80,1,6.96,clear sky
521,Nha Trang,VN,12.25,109.1833,86.0,79,14,7.99,few clouds
522,Penzance,GB,50.1186,-5.5371,48.88,78,100,18.57,overcast clouds
523,Vilhena,BR,-12.7406,-60.1458,68.85,71,59,2.3,broken clouds
524,Dongsheng,CN,39.8161,109.9776,47.19,44,7,9.48,clear sky
525,Aksehir,TR,38.3575,31.4164,50.22,60,82,6.08,broken clouds
526,Varzea Grande,BR,-15.6467,-56.1325,75.07,69,0,5.75,clear sky
527,Christchurch,NZ,-43.5333,172.6333,62.55,78,100,11.5,overcast clouds
528,Medicine Hat,CA,50.0501,-110.6683,18.59,80,100,18.41,overcast clouds
529,Amahai,ID,-3.3333,128.9167,84.79,72,100,7.38,moderate rain
530,Jaguaribe,BR,-5.8906,-38.6219,75.97,72,4,5.68,clear sky
531,Taltal,CL,-25.4,-70.4833,60.49,88,56,2.53,broken clouds
532,Groningen,NL,53.25,6.75,45.03,89,75,19.57,moderate rain
533,Rusape,ZW,-18.5278,32.1284,77.22,38,0,5.5,clear sky
534,Pedernales,DO,18.0384,-71.744,78.33,68,91,3.96,overcast clouds
535,Flin Flon,CA,54.7682,-101.865,13.44,88,100,14.45,light snow
536,Menongue,AO,-14.6585,17.691,78.82,48,44,3.33,scattered clouds
537,Lyaskelya,RU,61.7667,31.0167,33.19,78,97,9.15,overcast clouds
538,Mercedes,AR,-34.6515,-59.4307,72.79,38,100,8.28,overcast clouds
539,Show Low,US,34.2542,-110.0298,34.14,55,0,5.75,clear sky
540,Narasannapeta,IN,18.4167,84.05,81.97,43,0,6.62,clear sky
541,Zabaykalsk,RU,49.6333,117.3167,29.66,76,8,18.59,clear sky
542,Belyy Yar,RU,53.6039,91.3903,30.85,48,0,22.37,clear sky
543,Katherine,AU,-14.4667,132.2667,79.12,65,100,10.36,moderate rain
544,Ornskoldsvik,SE,63.2909,18.7153,13.15,92,20,1.14,few clouds
545,Lazarev,RU,52.225,141.5131,21.22,82,98,7.14,overcast clouds
546,Berdigestyakh,RU,62.0989,126.6992,-7.02,97,100,7.58,light snow
547,Arlit,NE,18.7369,7.3853,69.12,19,4,5.01,clear sky
548,Half Moon Bay,US,37.4636,-122.4286,58.33,51,0,0.0,clear sky
549,Oranjestad,AW,12.524,-70.027,80.91,86,100,10.0,overcast clouds
550,Balclutha,NZ,-46.2339,169.75,53.51,89,100,4.68,overcast clouds
551,Nokha,IN,27.6,73.4167,78.82,22,0,2.89,clear sky
552,East London,ZA,-33.0153,27.9116,67.14,88,75,3.44,broken clouds
553,Yerofey Pavlovich,RU,53.9667,121.9667,16.52,92,100,2.24,light snow
554,Oktyabrskoye,RU,43.0645,44.7417,41.14,75,20,4.47,few clouds
555,Bull Savanna,JM,17.8868,-77.5902,74.52,84,96,4.25,overcast clouds
556,Bar Harbor,US,44.3876,-68.2039,34.25,85,98,8.01,overcast clouds
557,Coreau,BR,-3.5333,-40.6567,74.55,79,13,1.88,few clouds
558,San Lazaro,BZ,18.0387,-88.6622,71.35,97,13,3.71,few clouds
559,Tiznit,MA,29.5833,-9.5,58.48,39,7,2.48,clear sky
560,Inirida,CO,3.8653,-67.9239,72.9,98,100,2.01,overcast clouds
561,Portlethen,GB,57.0547,-2.1307,49.77,91,75,20.71,broken clouds
562,Cockburn Town,TC,21.4612,-71.1419,81.57,71,6,18.12,clear sky
563,Reguengos De Monsaraz,PT,38.4253,-7.5349,60.22,90,100,11.41,overcast clouds
564,Rudnya,RU,54.947,31.0934,26.65,83,98,5.06,overcast clouds
565,Joliette,CA,46.0168,-73.4492,29.75,96,24,4.18,few clouds
566,Methoni,GR,36.8197,21.7049,65.21,75,15,12.97,few clouds
567,Lasem,ID,-6.6922,111.4527,86.76,65,77,10.83,broken clouds
568,Lodja,CD,-3.4833,23.4333,77.59,69,89,2.42,overcast clouds
569,Lake Havasu City,US,34.4839,-114.3224,54.07,26,0,4.61,clear sky
570,Parfino,RU,57.9731,31.6481,32.14,96,100,7.54,light snow
571,Kavieng,PG,-2.5744,150.7967,83.32,73,100,9.06,light rain
572,Salobrena,ES,36.7428,-3.5872,66.74,73,0,11.36,clear sky
573,Hurghada,EG,27.2574,33.8129,69.84,46,0,12.66,clear sky
574,Salalah,OM,17.0151,54.0924,82.9,50,3,5.86,clear sky
575,Buchanan,LR,5.8808,-10.0467,75.04,91,36,3.36,scattered clouds
576,Tommot,RU,58.9564,126.2925,12.4,97,99,1.41,light snow
577,Goderich,CA,43.7501,-81.7165,34.92,80,100,17.27,light rain
578,Ferma,RU,57.9016,56.3064,5.13,78,0,6.71,clear sky
579,Lazaro Cardenas,MX,17.9583,-102.2,75.04,91,45,4.23,scattered clouds
580,Muhos,FI,64.808,25.9931,25.9,97,23,1.92,few clouds
581,Kavaratti,IN,10.5669,72.642,81.99,69,5,3.27,clear sky
582,Kigoma,TZ,-4.8769,29.6267,75.79,78,75,9.22,broken clouds
583,Kloulklubed,PW,7.0419,134.2556,75.7,77,100,7.74,overcast clouds
584,Andra,RU,62.5147,65.8878,-4.27,88,16,2.86,few clouds
585,Columbus,US,39.9612,-82.9988,31.32,78,75,18.41,broken clouds
586,Shimanovsk,RU,52.0,127.7,20.59,91,100,8.66,overcast clouds
587,Kirovsk,UA,48.6375,38.6428,40.3,96,100,6.76,overcast clouds
588,Moses Lake,US,47.1301,-119.2781,30.88,82,100,7.14,overcast clouds
589,Dandong,CN,40.1292,124.3947,54.37,76,33,8.57,scattered clouds
590,Koupela,BF,12.1794,-0.3517,69.6,20,63,9.48,broken clouds
591,Balikpapan,ID,-1.2675,116.8289,83.39,84,20,2.3,few clouds
592,Nkayi,CG,-4.1841,13.2884,73.96,91,97,1.86,moderate rain
593,Panjab,AF,34.388,67.0233,31.57,44,5,2.08,clear sky
594,Sabang,ID,5.8933,95.3214,81.93,76,64,23.94,broken clouds
595,Teguise,ES,29.0605,-13.564,64.62,83,0,6.91,clear sky
596,Martapura,ID,-3.4167,114.85,91.49,58,40,9.22,scattered clouds
597,Alekseyevka,RU,50.6309,38.6903,30.67,98,100,11.03,light snow
598,Necochea,AR,-38.5473,-58.7368,56.68,92,28,8.84,scattered clouds
599,Yerbogachen,RU,61.2767,108.0108,10.11,94,100,3.33,light snow
600,Richmond,US,37.5538,-77.4603,40.19,75,97,5.01,overcast clouds
601,Kinlochleven,GB,56.7115,-4.9661,44.85,92,100,3.44,overcast clouds
602,Kamennomostskiy,RU,44.2983,40.1856,55.47,64,95,4.23,overcast clouds
603,Caluquembe,AO,-13.7833,14.6833,69.96,53,97,0.87,overcast clouds
604,Jati,PK,24.3539,68.2671,87.49,28,0,2.24,clear sky
605,Fort-Shevchenko,KZ,44.5086,50.263,46.85,60,100,21.81,overcast clouds
606,Sistranda,NO,63.7256,8.834,42.76,55,0,11.07,clear sky
607,Thunder Bay,CA,48.4001,-89.3168,22.98,86,100,5.75,overcast clouds
608,Iquitos,PE,-3.7481,-73.2472,73.44,94,20,1.14,few clouds
609,Bayanday,RU,53.0661,105.5139,33.04,66,100,3.31,overcast clouds
610,Vezirkopru,TR,41.1436,35.4547,45.09,46,16,3.71,few clouds
611,Santiago De Cao,PE,-7.9589,-79.2392,60.93,88,40,6.91,fog
612,Pavilosta,LV,56.8879,21.1859,30.11,76,7,7.72,clear sky
613,Bolshevik,BY,54.0065,27.5692,24.42,68,4,8.14,clear sky
614,Asau,RO,46.4333,26.4,36.52,80,91,2.1,light rain
615,Winchester,GB,51.0651,-1.3187,49.57,91,40,12.66,scattered clouds
616,Sur,OM,22.5667,59.5289,82.29,54,1,7.78,clear sky
617,Ust-Nera,RU,64.5667,143.2,-10.64,99,100,2.17,overcast clouds
618,Bayir,TR,37.2687,28.2167,48.72,73,100,5.7,overcast clouds
619,Baranoa,CO,10.7941,-74.9164,79.45,89,20,4.61,few clouds
620,Talisay,PH,10.2447,123.8494,82.42,89,100,10.36,heavy intensity rain
621,Kankan,GN,10.3854,-9.3057,67.71,43,47,2.57,scattered clouds
622,Bima,ID,-8.4667,118.7167,86.0,72,99,0.34,moderate rain
623,Churapcha,RU,62.0025,132.4325,-25.35,95,72,7.67,broken clouds
624,Kuryk,KZ,43.2,51.65,49.12,59,100,24.47,overcast clouds
625,Tezu,IN,27.9167,96.1667,78.57,30,3,3.09,clear sky
626,Sorochinsk,RU,52.4338,53.1583,29.16,85,100,14.38,overcast clouds
627,Brinkovskaya,RU,46.0347,38.5869,54.86,83,50,13.62,scattered clouds
628,Alyangula,AU,-13.8483,136.4192,90.01,51,31,8.55,scattered clouds
629,Tupik,RU,54.4253,119.9327,17.53,96,92,1.72,overcast clouds
630,Laguna,US,38.421,-121.4238,53.08,79,0,0.0,clear sky
631,Ormara,PK,25.2088,64.6357,80.92,48,3,2.95,clear sky
632,Mao,ES,39.8885,4.2658,66.76,72,0,6.91,clear sky
633,Brandys Nad Labem-Stara Boleslav,CZ,50.1871,14.6633,42.22,100,100,6.91,fog
634,Juarez,MX,31.7333,-106.4833,40.17,50,20,5.99,few clouds
635,Tsabong,BW,-26.0217,22.401,84.88,18,0,9.98,clear sky
636,Trairi,BR,-3.2778,-39.2689,79.39,67,99,11.95,overcast clouds
637,Tutoia,BR,-2.7619,-42.2744,79.59,75,70,11.34,broken clouds
638,Buala,SB,-8.145,159.5921,82.06,77,67,2.44,light rain
639,Betioky,MG,-23.7167,44.3833,86.52,28,0,4.76,clear sky
640,Sanary-Sur-Mer,FR,43.1178,5.8001,61.88,68,99,8.99,overcast clouds
641,Padang,ID,-0.9492,100.3543,75.25,82,100,3.13,light rain
642,Escanaba,US,45.7453,-87.0646,30.51,94,100,2.89,overcast clouds
643,College,US,64.8569,-147.8028,12.58,88,13,3.36,few clouds
644,Larreynaga,NI,12.6769,-86.5719,72.28,88,100,2.39,overcast clouds
645,Devonport,AU,-41.1667,146.35,62.1,61,18,8.08,few clouds
646,Camocim,BR,-2.9022,-40.8411,76.55,79,15,11.3,few clouds
647,Joetsu,JP,37.1483,138.2364,53.11,75,100,5.88,overcast clouds
648,Najran,SA,17.4924,44.1277,74.05,20,1,6.2,clear sky
649,Namatanai,PG,-3.6667,152.4333,82.24,74,100,10.18,overcast clouds
650,Tono,JP,39.3167,141.5333,40.5,60,5,7.31,clear sky
651,Oyotun,PE,-6.8519,-79.3036,70.41,88,100,2.71,light rain
652,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,94,0,6.91,clear sky
653,Zamosc,PL,50.7231,23.252,31.23,91,100,14.23,light snow
654,Yangambi,CD,0.8102,24.4336,69.87,99,100,0.72,light rain
655,La Carolina,ES,38.2756,-3.6153,55.76,93,100,9.01,overcast clouds
656,Atikokan,CA,48.7555,-91.6216,19.45,97,100,3.69,overcast clouds
657,Termiz,UZ,37.2242,67.2783,62.69,39,95,6.91,haze
658,Zuwarah,LY,32.9312,12.082,70.02,49,45,19.66,scattered clouds
659,Carauari,BR,-4.8828,-66.8958,73.51,92,100,2.08,overcast clouds
660,Culaman,PH,5.9603,125.6586,79.84,80,100,8.5,overcast clouds
661,Aquiraz,BR,-3.9014,-38.3911,80.69,71,100,11.88,overcast clouds
662,Richards Bay,ZA,-28.783,32.0377,73.89,82,100,4.81,overcast clouds
663,Kenda,IN,23.2,86.5333,83.43,28,0,7.34,clear sky
664,Bambanglipuro,ID,-7.95,110.2833,80.35,83,100,5.3,light rain
665,Hawalli,KW,29.2833,47.9972,78.57,85,100,7.0,overcast clouds
666,Axim,GH,4.8699,-2.2405,78.4,80,14,3.91,few clouds
667,Svetlogorsk,BY,52.6333,29.7333,27.09,71,7,10.47,clear sky
668,Qeshm,IR,26.9581,56.2719,87.67,64,4,8.66,clear sky
669,Ridgecrest,US,35.6225,-117.6709,50.38,21,0,2.48,clear sky
670,Colquechaca,BO,-18.6667,-66.0167,33.87,66,39,1.74,scattered clouds
671,Leh,IN,34.1667,77.5833,23.38,58,78,1.39,broken clouds
672,Dhidhdhoo,MV,6.8833,73.1,81.93,73,21,7.99,few clouds
673,Aviles,ES,43.5547,-5.9248,63.79,49,20,16.11,few clouds
674,San Francisco Del Mar,MX,16.2333,-94.65,75.88,79,99,29.51,overcast clouds
675,Lata,PT,40.1629,-8.3327,61.07,97,100,5.3,overcast clouds
676,Bouar,CF,5.934,15.596,76.14,43,5,4.59,clear sky
677,Dire,ML,12.2833,-10.9667,71.6,36,99,1.01,overcast clouds
678,Visby,SE,57.6409,18.296,39.06,93,75,6.91,light rain
679,Ingham,US,42.6,-84.3833,30.18,87,75,6.98,broken clouds
680,Astana,KZ,51.1801,71.446,21.15,68,75,15.66,broken clouds
681,Gizo,SB,-8.103,156.8419,83.97,69,30,3.2,scattered clouds
682,Domoni,KM,-12.2569,44.5319,83.34,65,19,4.25,few clouds
683,Kaeo,NZ,-35.1,173.7833,68.32,85,100,5.68,light rain
684,Talcahuano,CL,-36.7167,-73.1167,55.35,91,100,8.52,overcast clouds
685,Arman,RU,59.7,150.1667,0.01,91,100,6.8,overcast clouds
686,Kirkconnel,GB,55.3856,-3.9984,43.36,98,100,5.55,light rain
687,Portland,US,45.5234,-122.6762,39.72,73,0,13.0,clear sky
688,Tromso,NO,69.6496,18.957,30.38,86,0,2.3,clear sky
689,San Bartolome De Tirajana,ES,27.9248,-15.5733,57.67,68,0,11.5,clear sky
690,Marzuq,YE,14.4,46.4667,76.57,28,6,5.84,clear sky
691,Lunenburg,CA,44.3835,-64.3155,45.09,93,100,23.55,overcast clouds
692,Fenoarivo,MG,-18.933,47.4354,75.27,60,40,3.44,scattered clouds
693,Nicoya,CR,10.1483,-85.452,71.94,91,37,1.52,scattered clouds
